,0,1,2,3
0,0.11662421694142557,0.0,-0.4797690344820936,0.0
1,0.2911982793307337,-2.6471771077455147e-16,-0.09032742552477213,7.519517581422042e-17
2,0.5251122457775446,-3.094333833418904e-16,-0.08929870659245302,8.789701903624708e-17
3,0.5617874751779527,-2.1866525904486795e-16,-0.08396320121752628,6.211360981564355e-17
4,0.39024699276993474,-1.248878190629795e-16,0.21623190329882436,3.5475380487454926e-17
5,0.21882523546929095,5.200797860436742e-17,0.43111211157039236,-1.4773280878921884e-17
6,0.5319629695586414,3.6409691191701666e-16,0.19034810791993723,-1.0342463005179035e-16
7,0.3279597858839975,8.560308761256885e-16,0.009897842604798588,-2.431623937980217e-16
8,0.13980666580289175,1.1130012401832328e-15,0.025222816761724463,-3.1615687402306313e-16
9,0.3023526313454201,1.227735717501623e-15,-0.18081062466291814,-3.487481168555332e-16
10,0.6189614333132049,1.2860406433649426e-15,-0.10596343222796716,-3.653100957964181e-16
11,0.581782654302798,1.506690119727212e-15,-0.3348919972570352,-4.2798733835729446e-16
12,0.725661765783199,1.4749986726949494e-15,-0.18079611608364374,-4.189851302147966e-16
13,0.4249439180528733,1.5135427041966353e-15,0.2783546454144859,-4.2993386959788403e-16
14,0.3983645709587941,1.6250737460659965e-15,0.11945634711591506,-4.61615151056427e-16
15,0.008419966220485856,1.7274534495072768e-15,0.4379562647575548,-4.906969218890223e-16
16,0.1712658069234239,1.853232981249501e-15,0.10890471490386457,-5.264256004708713e-16
17,0.040878329432816586,2.012596590712117e-15,0.15563436625056173,-5.71694104028368e-16
18,0.021888644380890363,2.1342066313543876e-15,-0.15018102394418384,-6.0623840542820125e-16
19,-0.11624850292981816,2.0593285374964014e-15,-0.18208462550394885,-5.849686860134687e-16
20,-0.4035279545352968,1.7998259017181322e-15,-0.18710395329329424,-5.112548938213806e-16
21,-0.06549598070548017,1.2948970783684887e-15,-0.0930000264282131,-3.678258367539455e-16
22,-0.4704359916384472,1.0389409180384994e-15,-0.12642466213479908,-2.951194491819486e-16
23,-0.4938171501122219,4.953520344782812e-16,-0.11997850333692904,-1.407086938517997e-16
24,-0.6577579266674399,-4.881647861194753e-17,0.2241451943690693,1.3866709866584015e-17
25,-0.4517412217739385,-4.3692798864358636e-16,0.160648868120869,1.241128779335421e-16
26,-0.03805620943921716,-5.985850948892642e-16,0.10489820473079697,1.7003286753376342e-16
27,0.37265580147808025,-4.558808128051078e-16,-0.23609226183891474,1.294965787098579e-16
28,0.5027320593796155,-2.7100263457211453e-16,-0.18668468379811345,7.698045851613788e-17
29,0.30754605061396967,-8.894943360317186e-17,0.05058796463530356,2.5266795632206204e-17
30,-0.12106115898925793,4.8100541751884435e-17,0.24633728527056645,-1.3663342294737419e-17
31,-0.3428768009742388,7.000680140177425e-17,0.1760858183853119,-1.9885989963401842e-17
32,-0.03218500009257028,5.689873208257301e-18,0.06598468071992583,-1.6162538388666519e-18
33,0.06987488858787211,1.3219185830598682e-16,0.08071541217833732,-3.755015105503336e-17
34,0.22428514161139,3.3675826835768447e-16,0.15892356263028304,-9.565887043203737e-17
35,0.08946782862393449,6.934779735830408e-16,0.2748332711313227,-1.9698794611924004e-16
36,0.12975970070511572,1.060838596869326e-15,0.2885820137714972,-3.0133965940056155e-16
37,0.13485008834866907,1.517049124243899e-15,-0.0802614295888435,-4.3092989616203437e-16
38,-0.30171591089227884,1.757900678918079e-15,-0.17483536582206902,-4.99345700098468e-16
39,0.106803440649586,1.5651179841169663e-15,-0.11142296641086187,-4.445842389665576e-16
40,0.2792975787087969,1.5941483562392823e-15,0.031784237429540695,-4.528305475694183e-16
41,0.5663081461189416,1.765702325248912e-15,-0.22145527254117794,-5.015618199257767e-16
42,0.44225828059669114,1.921513004089461e-15,-0.08328519447640077,-5.458210852196137e-16
43,0.34621405301852204,1.97983916564983e-15,0.06804964980478422,-5.623890963295155e-16
44,0.24012795023339933,2.04236079503334e-15,-0.1391082676742296,-5.801488635167154e-16
45,0.22158415521537414,1.9135005207957153e-15,-0.49902150490812486,-5.4354507547240435e-16
